#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 04 23 03 50 180  7.0  8.0   1.3    13   6.2  26 1015.4  22.4  24.1    MM   MM -0.3    MM
2017 04 23 02 50 170  8.0  9.0   1.4    14   6.4  21 1015.4  22.3  24.1    MM   MM +0.0    MM
2017 04 23 01 50 180  7.0  9.0   1.3    12   6.0  33 1015.8  22.4  24.1    MM   MM +0.3    MM
2017 04 23 00 50 190  6.0  8.0   1.3    13   6.5  24 1015.7  22.4  23.9    MM   MM -0.0    MM
2017 04 22 23 50 190  6.0  8.0   1.3    12   6.4  31 1015.4  22.3  23.8    MM   MM -0.4    MM
2017 04 22 22 50 190  6.0  8.0   1.3    13   6.3  47 1015.5  22.4  23.7    MM   MM -0.7    MM
2017 04 22 21 50 190  6.0  7.0   1.2    12   6.2  26 1015.6  22.5  23.5    MM   MM -0.9    MM
2017 04 22 20 50 190  5.0  7.0   1.2    13   6.2  30 1015.8  22.7  23.4    MM   MM -1.2    MM
2017 04 22 19 50 210  5.0  7.0   1.2    12   6.0  67 1016.2  22.5  23.3    MM   MM -1.0    MM
2017 04 22 18 50 210  6.0  7.0   1.2    11   5.7  34 1016.5  22.5  23.5    MM   MM -1.0    MM
2017 04 22 17 50 200  6.0  7.0   1.2    13   5.9  44 1017.0  22.5  23.5    MM   MM -0.6    MM
2017 04 22 16 50 190  6.0  7.0   1.1    12   5.6  28 1017.2  22.5  23.5    MM   MM -0.3    MM
2017 04 22 15 50 190  6.0  8.0   1.1    10   5.5  36 1017.5  22.5  23.5    MM   MM +0.3    MM
2017 04 22 14 50 190  6.0  7.0   1.2    12   5.7  44 1017.6  22.5  23.5    MM   MM +0.0    MM
2017 04 22 13 50 190  6.0  7.0   1.0    13   5.3  16 1017.5  22.5  23.4    MM   MM +0.7    MM
2017 04 22 12 50 200  6.0  7.0   1.1    11   5.4  47 1017.2  22.5  23.3    MM   MM +0.9    MM
2017 04 22 11 50 210  6.0  7.0   1.1    11   5.3  56 1017.4  22.5  23.3    MM   MM +1.5    MM
2017 04 22 10 50 210  7.0  8.0   1.2    11   5.5  48 1016.8  22.4  23.3    MM   MM +0.9    MM
2017 04 22 09 50 210  6.0  8.0   1.1    11   5.5  43 1016.3  22.3  23.3    MM   MM -0.0    MM
2017 04 22 08 50 210  6.0  7.0   1.1    10   5.3  39 1015.9  22.4  23.3    MM   MM -1.0    MM
2017 04 22 07 50 200  7.0  8.0   1.1    12   5.2  41 1015.9  22.4  23.3    MM   MM -1.6    MM
2017 04 22 06 50 210  7.0  8.0   1.2    10   5.3  47 1016.4  22.5  23.3    MM   MM -1.2    MM
2017 04 22 05 50 210  7.0  8.0   1.1    11   5.2  43 1016.9  22.5  23.4    MM   MM -0.7    MM
2017 04 22 04 50 210  7.0  8.0   1.1    11   5.5  50 1017.5  22.6  23.4    MM   MM +0.0    MM
2017 04 22 03 50 210  7.0  8.0   1.1    11   5.6  37 1017.6  22.8  23.5    MM   MM +0.3    MM
2017 04 22 02 50 210  6.0  7.0   1.0    10   5.5  47 1017.6  23.0  23.6    MM   MM +0.4    MM
2017 04 22 01 50 220  4.0  5.0   1.0    11   6.1  50 1017.5  23.0  23.7    MM   MM +0.7    MM
2017 04 22 00 50 230  4.0  5.0   1.0    10   5.7  38 1017.3  23.0  23.9    MM   MM -0.0    MM
2017 04 21 23 50 230  5.0  6.0   1.1    10   5.8  51 1017.2  23.0  24.1    MM   MM -0.0    MM
2017 04 21 22 50 230  5.0  6.0   1.0     9   5.7  66 1016.8  23.2  24.3    MM   MM -0.3    MM
2017 04 21 21 50 240  5.0  6.0   1.0    10   5.6  79 1017.1  23.3  24.5    MM   MM -0.8    MM
2017 04 21 20 50 240  5.0  6.0   1.1     9   5.8  70 1017.1  23.2  24.5    MM   MM -1.2    MM
2017 04 21 19 50 250  5.0  6.0   1.0    10   5.2  76 1017.1  23.1  24.6    MM   MM -1.5    MM
2017 04 21 18 50 250  5.0  6.0   1.1    10   5.7  73 1017.9  23.0  24.4    MM   MM -1.2    MM
2017 04 21 17 50 240  6.0  7.0   1.2     9   5.7  64 1018.3  23.0  24.3    MM   MM -0.8    MM
2017 04 21 16 50 250  6.0  7.0   1.1     9   5.7  57 1018.6  22.9  24.1    MM   MM -0.6    MM
2017 04 21 15 50 250  6.0  7.0   1.1     9   5.5  66 1019.1  22.9  24.1    MM   MM +0.0    MM
2017 04 21 14 50 240  6.0  7.0   1.1     9   5.8  44 1019.1  22.8  23.8    MM   MM +0.0    MM
2017 04 21 13 50 230  5.0  7.0   1.2    10   5.7  58 1019.2  22.7  24.0    MM   MM +0.3    MM
2017 04 21 12 50 240  5.0  6.0   1.1     9   5.5  53 1019.3  22.7  23.9    MM   MM +0.8    MM
2017 04 21 11 50 250  4.0  6.0   1.2    10   6.0  58 1019.3  22.7  23.8    MM   MM +1.0    MM
2017 04 21 10 50 240  5.0  6.0   1.0    11   5.4  46 1018.9  22.4  23.9    MM   MM -0.0    MM
2017 04 21 09 50 260  5.0  7.0   1.1    10   5.3  76 1018.5  22.4  23.8    MM   MM -0.5    MM
2017 04 21 08 50 200  6.0  7.0   1.1    10   5.7  21 1018.3  21.9  23.8    MM   MM -1.2    MM
2017 04 21 07 50 190  6.0  7.0   1.1     9   6.0  39 1018.8  21.7  23.8    MM   MM -1.6    MM
2017 04 21 06 50 170  6.0  7.0   1.2    11   6.1  27 1019.0  21.0  23.6    MM   MM -1.8    MM
2017 04 21 05 50 160  7.0  8.0   1.2    10   6.4  41 1019.5  21.2  23.8    MM   MM -1.2    MM
2017 04 21 04 50 170  5.0  6.0   1.1    11   6.2  15 1020.4  21.1  23.7    MM   MM -0.3    MM
2017 04 21 03 50 180  5.0  6.0   1.2     9   6.5  45 1020.8  20.9  23.7    MM   MM +0.0    MM
2017 04 21 02 50 180  4.0  5.0   1.2    10   6.6  42 1020.7  21.2  23.7    MM   MM +0.7    MM
2017 04 21 01 50 170  4.0  5.0   1.2     9   6.6  41 1020.7  20.8  23.7    MM   MM +1.1    MM
2017 04 21 00 50 100  1.0  2.0   1.2     9   6.4  59 1020.6  20.3  23.7    MM   MM +0.5    MM
2017 04 20 23 50 290  3.0  4.0   1.1     9   6.0  61 1020.0  20.5  23.8    MM   MM -0.3    MM
2017 04 20 22 50 180  6.0  7.0   1.2     8   6.4  31 1019.6  21.9  23.7    MM   MM -1.3    MM
2017 04 20 21 50 170  5.0  6.0   1.2     8   6.5  31 1020.1  22.0  23.8    MM   MM -1.6    MM
2017 04 20 20 50 170  4.0  5.0   1.2     7   6.4 131 1020.3  22.0  23.9    MM   MM -1.8    MM
2017 04 20 19 50 160  4.0  5.0   1.1    10   6.3  50 1020.9  21.9  23.9    MM   MM -1.7    MM
2017 04 20 18 50 160  4.0  5.0   1.2     8   6.3  13 1021.7  21.7  23.8    MM   MM -1.5    MM
2017 04 20 17 50 180  4.0  5.0   1.1     8   6.3  29 1022.1  21.6  23.7    MM   MM -1.3    MM
2017 04 20 16 50 170  3.0  4.0   1.1     8   6.1  88 1022.6  21.6  23.8    MM   MM -0.7    MM
2017 04 20 15 50 160  3.0  4.0   1.2     8   6.0  15 1023.2  21.7  23.9    MM   MM +0.0    MM
2017 04 20 14 50 180  3.0  4.0   1.1     9   5.8  17 1023.4  21.7  23.8    MM   MM +0.0    MM
2017 04 20 13 50 190  4.0  5.0   1.2     8   5.8   3 1023.3  21.3  24.0    MM   MM +0.0    MM
2017 04 20 12 50 150  4.0  6.0   1.2     8   6.0  15 1023.3  21.3  24.1    MM   MM +0.4    MM
2017 04 20 11 50 150  4.0  5.0   1.2     7   5.8   6 1023.3  21.4  24.2    MM   MM +0.6    MM
2017 04 20 10 50 170  3.0  4.0   1.2     7   5.6  28 1023.2  21.3  24.2    MM   MM +0.6    MM
2017 04 20 09 50 130  4.0  5.0   1.3     7   5.8 147 1022.9  21.2  24.5    MM   MM -0.0    MM
2017 04 20 08 50 120  4.0  5.0   1.2     7   5.8  50 1022.7  21.2  24.6    MM   MM -1.0    MM
2017 04 20 07 50 120  5.0  6.0   1.2     7   5.7  40 1022.6  21.0  24.6    MM   MM -1.9    MM
2017 04 20 06 50 120  5.0  7.0   1.2     7   5.8  56 1022.9  21.1  24.7    MM   MM -1.9    MM
2017 04 20 05 50 110  6.0  7.0   1.3     8   5.7  10 1023.7  20.5  24.8    MM   MM -1.3    MM
2017 04 20 04 50 100  6.0  7.0   1.2     7   6.0  21 1024.5  20.6  24.8    MM   MM -0.4    MM
2017 04 20 03 50 140  5.0  6.0   1.3     8   6.4 359 1024.8  21.1  24.7    MM   MM +0.4    MM
2017 04 20 02 50 110  5.0  6.0   1.5     7   6.6  29 1025.0  20.2  24.6    MM   MM +1.1    MM
2017 04 20 01 50 100  5.0  6.0   1.3     7   6.2  21 1024.9  20.6  24.4    MM   MM +1.0    MM
2017 04 20 00 50 330  2.0  2.0   1.2     8   6.2  33 1024.4  21.3  23.5    MM   MM +0.5    MM
2017 04 19 23 50 330  3.0  3.0   1.4     7   6.4  63 1023.9  21.0  23.7    MM   MM +0.0    MM
2017 04 19 22 50 320  3.0  4.0   1.4     7   6.5  45 1023.9  21.1  23.8    MM   MM +0.0    MM
2017 04 19 21 50 270  2.0  3.0   1.4     7   6.3  38 1023.9  22.1  23.9    MM   MM -0.5    MM
2017 04 19 20 50 240  4.0  5.0   1.5     8   6.4  17 1023.8  21.5  24.0    MM   MM -0.8    MM
2017 04 19 19 50 230  5.0  6.0   1.4    12   6.5  62 1023.9  21.5  24.1    MM   MM -1.1    MM
2017 04 19 18 50 230  5.0  6.0   1.4     8   6.5  28 1024.4  21.3  24.4    MM   MM -1.0    MM
2017 04 19 17 50 210  5.0  6.0   1.5     8   6.5   5 1024.6  21.1  24.6    MM   MM -0.8    MM
2017 04 19 16 50 200  4.0  5.0   1.5     8   6.8   6 1025.0  21.1  24.6    MM   MM +0.0    MM
2017 04 19 15 50 160  4.0  5.0   1.6     7   6.7 347 1025.4  20.9  24.7    MM   MM +0.4    MM
2017 04 19 14 50 150  4.0  5.0   1.4     8   6.8   6 1025.4  20.6  24.9    MM   MM +0.8    MM
2017 04 19 13 50 130  5.0  6.0   1.4     7   6.7  14 1025.2  20.3  24.9    MM   MM +1.3    MM
2017 04 19 12 50 100  2.0  4.0   1.3     7   6.7  10 1025.0  21.8  25.0    MM   MM +1.5    MM
2017 04 19 11 50 250  4.0  5.0   1.3    12   6.7  79 1024.6  21.8  25.1    MM   MM +1.2    MM
2017 04 19 10 50 250  5.0  6.0   1.2    12   6.6  80 1023.9  22.0  25.1    MM   MM +0.6    MM
2017 04 19 09 50 250  4.0  6.0   1.1    12   6.4  72 1023.5  22.3  25.1    MM   MM +0.0    MM
2017 04 19 08 50 180  4.0  5.0   1.1    12   6.6  51 1023.4  22.5  25.1    MM   MM -0.3    MM
2017 04 19 07 50 180  5.0  7.0   1.0    12   6.3  67 1023.3  22.7  25.1    MM   MM -0.6    MM
2017 04 19 06 50 180  5.0  6.0   1.0    12   6.2  74 1023.5  22.7  25.1    MM   MM -0.3    MM
2017 04 19 05 50 190  4.0  5.0   1.1    12   6.9  57 1023.7  22.8  25.1    MM   MM +0.0    MM
2017 04 19 04 50 190  5.0  6.0   1.1    13   6.5  77 1023.9  22.7  25.1    MM   MM +0.0    MM
2017 04 19 03 50 190  4.0  5.0   1.1    12   6.9  84 1023.8  22.8  25.1    MM   MM +0.5    MM
2017 04 19 02 50 200  4.0  5.0   1.1    12   6.9  99 1023.8  22.7  25.2    MM   MM +1.0    MM
2017 04 19 01 50  MM  0.0  1.0   1.1    12   6.9 113 1023.7  23.1  25.2    MM   MM +1.1    MM
2017 04 19 00 50 340  2.0  3.0   1.0    13   6.5 106 1023.3  23.1  25.2    MM   MM +0.6    MM
2017 04 18 23 50 340  3.0  4.0   1.0    13   6.4  95 1022.8  23.1  25.2    MM   MM +0.3    MM
2017 04 18 22 50 240  4.0  6.0   0.9    13   5.7  75 1022.6  23.1  25.2    MM   MM +0.0    MM
2017 04 18 21 50 240  3.0  5.0   1.0    13   5.7  27 1022.7  23.1  25.2    MM   MM -0.4    MM
2017 04 18 20 50 240  4.0  6.0   1.0    11   5.6  45 1022.5  23.2  25.2    MM   MM -0.7    MM
2017 04 18 19 50 220  5.0  7.0   1.0    11   5.6  37 1022.7  23.1  25.2    MM   MM -0.4    MM
2017 04 18 18 50 230  5.0  6.0   1.0    12   5.5  31 1023.1  23.0  25.2    MM   MM +0.0    MM
2017 04 18 17 50 220  5.0  6.0   1.0    11   5.7  56 1023.2  22.9  25.1    MM   MM +0.0    MM
2017 04 18 16 50 210  5.0  7.0   0.9     5   5.4 195 1023.1  22.9  25.1    MM   MM +0.0    MM
2017 04 18 15 50 230  4.0  6.0   0.9     5   5.2 198 1023.3  22.7  25.0    MM   MM +0.6    MM
2017 04 18 14 50 200  5.0  6.0   1.0     5   5.2 196 1023.2  22.7  24.7    MM   MM +0.7    MM
2017 04 18 13 50 210  4.0  6.0   0.9     5   5.4 192 1022.9  22.5  24.4    MM   MM +1.1    MM
2017 04 18 12 50 190  5.0  6.0   0.9     5   5.4 200 1022.7  22.4  24.0    MM   MM +1.1    MM
2017 04 18 11 50 200  4.0  5.0   0.9     5   5.3 192 1022.5  22.4  23.8    MM   MM +1.3    MM
2017 04 18 10 50 200  5.0  6.0   1.0    11   5.4  28 1021.8  22.2  23.7    MM   MM +1.0    MM
2017 04 18 09 50 200  5.0  6.0   1.0    11   5.4  41 1021.6  22.3  23.8    MM   MM +0.9    MM
2017 04 18 08 50 210  5.0  7.0   0.9    12   5.5  13 1021.2  22.1  23.3    MM   MM +0.3    MM
2017 04 18 07 50 190  5.0  7.0   1.0    11   5.7  55 1020.8  22.1  22.8    MM   MM -0.6    MM
2017 04 18 06 50 200  5.0  6.0   1.0    12   5.5  33 1020.7  22.1  22.9    MM   MM -0.7    MM
2017 04 18 05 50 200  6.0  7.0   1.0    12   5.7  87 1020.9  22.0  22.8    MM   MM -0.6    MM
2017 04 18 04 50 240  3.0  5.0   1.0    11   5.8  86 1021.4  22.0  22.9    MM   MM +0.0    MM
2017 04 18 03 50 210  5.0  6.0   1.0    12   5.8  71 1021.4  21.9  22.9    MM   MM +0.0    MM
2017 04 18 02 50 230  3.0  4.0   1.1    12   5.9  52 1021.5  21.9  22.9    MM   MM +0.7    MM
2017 04 18 01 50 200  4.0  5.0   1.1     8   5.7 108 1021.2  22.0  22.9    MM   MM +0.7    MM
2017 04 18 00 50 210  4.0  5.0   1.1    10   5.8  60 1021.3  22.0  22.9    MM   MM +0.9    MM
